Feature Set,Oversampling Method,Classifier,Best Params,Balanced Accuracy,Precision,Recall,F1-Score,ROC-AUC,Test Balanced Accuracy,Test Precision,Test Recall,Test F1-Score,Test ROC-AUC
RF,SMOTE,GXBoost,"{'classifier__colsample_bytree': 0.7895382813632874, 'classifier__learning_rate': 0.09965916489606091, 'classifier__max_depth': 5, 'classifier__n_estimators': 160, 'classifier__subsample': 0.8409794156032506}",0.8068614718614718,0.631578947368421,0.6666666666666666,0.6486486486486487,0.4444444444444444,0.4444444444444444,0.631578947368421,0.6666666666666666,0.6486486486486487,0.4444444444444444
RF,SMOTE,RandomForest,"{'classifier__bootstrap': True, 'classifier__max_depth': 14, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 4, 'classifier__n_estimators': 112}",0.7976190476190477,0.631578947368421,0.6666666666666666,0.6486486486486487,0.4444444444444444,0.4444444444444444,0.631578947368421,0.6666666666666666,0.6486486486486487,0.4444444444444444
mRMR_RF,SMOTETomek,GXBoost,"{'classifier__colsample_bytree': 0.6559732973166619, 'classifier__learning_rate': 0.09224716324390393, 'classifier__max_depth': 3, 'classifier__n_estimators': 74, 'classifier__subsample': 0.6742132190006357}",0.7700574712643679,0.631578947368421,0.6666666666666666,0.6486486486486487,0.4444444444444444,0.4444444444444444,0.631578947368421,0.6666666666666666,0.6486486486486487,0.4444444444444444
AllFeatures,ADASYN,RandomForest,"{'classifier__bootstrap': False, 'classifier__max_depth': 8, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 104}",0.7403290813746877,0.631578947368421,0.6666666666666666,0.6486486486486487,0.4444444444444444,0.4444444444444444,0.631578947368421,0.6666666666666666,0.6486486486486487,0.4444444444444444
ANOVA,SMOTETomek,KNN,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",0.6751304347826086,0.631578947368421,0.6666666666666666,0.6486486486486487,0.4444444444444444,0.4444444444444444,0.631578947368421,0.6666666666666666,0.6486486486486487,0.4444444444444444
mRMR_MIQ,SMOTETomek,KNN,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 4, 'classifier__weights': 'distance'}",0.6780993788819876,0.6,0.6666666666666666,0.631578947368421,0.3888888888888889,0.38888888888888884,0.6,0.6666666666666666,0.631578947368421,0.3888888888888889
mRMR_MIQ,RandomOversampling,LogisticRegression,"{'classifier__C': 0.6291018519581948, 'classifier__penalty': 'l2', 'classifier__solver': 'liblinear'}",0.6333626373626374,0.6,0.6666666666666666,0.631578947368421,0.3888888888888889,0.38888888888888884,0.6,0.6666666666666666,0.631578947368421,0.3888888888888889
mRMR_RF,RandomOversampling,SVM,"{'classifier__C': 0.2010694787246603, 'classifier__gamma': 'scale', 'classifier__kernel': 'linear'}",0.8159199134199134,0.6,0.6666666666666666,0.631578947368421,0.3888888888888889,0.38888888888888884,0.6,0.6666666666666666,0.631578947368421,0.3888888888888889
ANOVA,SMOTE,RandomForest,"{'classifier__bootstrap': False, 'classifier__max_depth': 3, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 93}",0.7414015572858732,0.6,0.6666666666666666,0.631578947368421,0.3888888888888889,0.38888888888888884,0.6,0.6666666666666666,0.631578947368421,0.3888888888888889
LASSO,SMOTETomek,GXBoost,"{'classifier__colsample_bytree': 0.8067428516554398, 'classifier__learning_rate': 0.0761689877463238, 'classifier__max_depth': 3, 'classifier__n_estimators': 57, 'classifier__subsample': 0.7415297341082886}",0.7139692662629259,0.6470588235294118,0.6111111111111112,0.6285714285714286,0.47222222222222227,0.4722222222222222,0.6470588235294118,0.6111111111111112,0.6285714285714286,0.47222222222222227
AllFeatures,RandomOversampling,KNN,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 14, 'classifier__weights': 'distance'}",0.6613363647846406,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
AllFeatures,SMOTETomek,SVM,"{'classifier__C': 9.03104704586198, 'classifier__gamma': 'scale', 'classifier__kernel': 'rbf'}",0.7532866782065237,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
mRMR_MIQ,SMOTE,GXBoost,"{'classifier__colsample_bytree': 0.7207371175182065, 'classifier__learning_rate': 0.11743908253981655, 'classifier__max_depth': 9, 'classifier__n_estimators': 185, 'classifier__subsample': 0.7743927664469478}",0.8125536379426324,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
mRMR_RF,SMOTETomek,KNN,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 14, 'classifier__weights': 'distance'}",0.6710541125541125,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
mRMR_RF,SMOTE,KNN,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 14, 'classifier__weights': 'distance'}",0.6710541125541125,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
AllFeatures,SMOTE,SVM,"{'classifier__C': 9.03104704586198, 'classifier__gamma': 'scale', 'classifier__kernel': 'rbf'}",0.7581253878839431,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
mRMR_RF,SMOTE,RandomForest,"{'classifier__bootstrap': False, 'classifier__max_depth': 14, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 8, 'classifier__n_estimators': 164}",0.7694660734149055,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
mRMR_RF,SMOTETomek,RandomForest,"{'classifier__bootstrap': False, 'classifier__max_depth': 8, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 104}",0.7668953746373102,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
mRMR_RF,SMOTE,GXBoost,"{'classifier__colsample_bytree': 0.6820075809577155, 'classifier__learning_rate': 0.03121257489525315, 'classifier__max_depth': 6, 'classifier__n_estimators': 124, 'classifier__subsample': 0.8717602094100566}",0.7803915846852444,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
AllFeatures,ADASYN,GXBoost,"{'classifier__colsample_bytree': 0.6858866211219394, 'classifier__learning_rate': 0.09036630736861366, 'classifier__max_depth': 9, 'classifier__n_estimators': 107, 'classifier__subsample': 0.9203118915500107}",0.7714838035527691,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
mRMR_MIQ,ADASYN,KNN,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 4, 'classifier__weights': 'distance'}",0.6777987074838648,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
AllFeatures,ADASYN,KNN,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 11, 'classifier__weights': 'distance'}",0.6465580396614878,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
mRMR_MIQ,SMOTE,KNN,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",0.6880326518947208,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
mRMR_MIQ,RandomOversampling,KNN,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 9, 'classifier__weights': 'distance'}",0.7113918339724792,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
RF,RandomOversampling,SVM,"{'classifier__C': 5.289053864859401, 'classifier__gamma': 'scale', 'classifier__kernel': 'linear'}",0.8214459900499944,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
AllFeatures,RandomOversampling,GXBoost,"{'classifier__colsample_bytree': 0.6725336084348589, 'classifier__learning_rate': 0.20448656612519145, 'classifier__max_depth': 7, 'classifier__n_estimators': 118, 'classifier__subsample': 0.6653073009035249}",0.7887112586970272,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
ANOVA,SMOTE,KNN,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 3, 'classifier__weights': 'uniform'}",0.6956432552954293,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
LASSO,ADASYN,KNN,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",0.6906966588390393,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
ANOVA,ADASYN,KNN,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 14, 'classifier__weights': 'distance'}",0.7073918397943885,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
mRMR_RF,RandomOversampling,KNN,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 14, 'classifier__weights': 'distance'}",0.7583966033966034,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
mRMR_RF,ADASYN,KNN,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 14, 'classifier__weights': 'distance'}",0.6787037037037037,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
AllFeatures,SMOTE,KNN,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",0.636341290893015,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667,0.4166666666666667,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4166666666666667
AllFeatures,RandomOversampling,LogisticRegression,"{'classifier__C': 7.282401436844547, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.7279889969545141,0.6666666666666666,0.5555555555555556,0.6060606060606061,0.5,0.5,0.6666666666666666,0.5555555555555556,0.6060606060606061,0.5
AllFeatures,ADASYN,LogisticRegression,"{'classifier__C': 5.890145188953979, 'classifier__penalty': 'l1', 'classifier__solver': 'liblinear'}",0.722860791826309,0.6666666666666666,0.5555555555555556,0.6060606060606061,0.5,0.5,0.6666666666666666,0.5555555555555556,0.6060606060606061,0.5
ANOVA,ADASYN,GXBoost,"{'classifier__colsample_bytree': 0.6630020416550897, 'classifier__learning_rate': 0.0180212584437402, 'classifier__max_depth': 3, 'classifier__n_estimators': 79, 'classifier__subsample': 0.6573885942617765}",0.7133992743887797,0.5789473684210527,0.6111111111111112,0.5945945945945946,0.36111111111111116,0.36111111111111116,0.5789473684210527,0.6111111111111112,0.5945945945945946,0.36111111111111116
ANOVA,ADASYN,RandomForest,"{'classifier__bootstrap': False, 'classifier__max_depth': 4, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 3, 'classifier__n_estimators': 95}",0.7495757575757576,0.5789473684210527,0.6111111111111112,0.5945945945945946,0.36111111111111116,0.36111111111111116,0.5789473684210527,0.6111111111111112,0.5945945945945946,0.36111111111111116
